game_id,developer_id
1987030,203
821260,204
1565720,205
748490,206
545000,131
545000,132
1623720,207
544220,208
338190,209
1375270,210
551680,211
1874510,212
1693780,213
1466930,214
1748070,215
1755120,216
964920,217
1085570,218
1528020,219
1796350,220
1444320,221
906050,222
351910,223
513480,224
2010700,225
1089830,226
403070,227
811440,228
491010,229
681290,230
681290,231
1233460,232
350530,233
2026860,234
1481840,235
1444890,236
1217340,237
872340,238
523680,239
439460,240
1308880,241
296650,242
1549420,243
418270,244
390220,245
549860,246
612380,247
1559340,248
1632640,249
350480,250
220900,251
1768260,252
1768260,253
1768260,254
539090,255
539090,13
908500,256
1852760,257
809890,258
570770,259
570770,260
448500,261
854160,262
1359170,263
897010,59
1607870,264
553260,265
453130,266
1508890,267
3010,268
1297480,269
1217830,270
628830,271
686440,272
521710,131
521710,132
1986310,273
1259660,274
108200,275
614150,276
1570340,277
304970,278
304970,279
1630940,280
878520,281
1927300,282
340630,283
704310,284
619150,285
1373890,286
1869200,287
392030,288
605850,289
441670,290
962150,291
50990,292
648510,293
1071070,294
2011540,295
1761740,296
538700,297
1564150,298
726870,299
1074390,300
1554780,301
1065750,302
714780,303
1321040,304
1204930,305
1204930,306
1588760,307
924740,308
416340,309
242610,310
1168980,311
1277340,312
1233610,313
302610,314
302610,315
1638730,316
1484150,317
922520,318
1157200,319
1157200,320
1862100,321
2022020,322
1099400,323
1604610,324
503060,325
1275970,326
847490,327
1101580,328
201010,329
837610,330
1029870,331
1029870,281
205690,332
632240,333
898910,334
898910,335
1042930,336
109500,337
539290,338
1603600,339
489100,340
1310620,341
740450,342
1646090,343
448670,344
1956110,345
542740,346
687980,347
612120,348
1259000,349
1380060,350
814560,351
701100,352
1407060,353
1495860,354
1495860,355
1495860,356
1126970,357
1126970,358
1639530,359
1995420,360
358000,361
1856080,362
239430,363
961490,364
363500,365
363500,366
286750,367
388080,368
388080,369
1565630,370
1751800,371
925360,372
925360,373
482300,374
964910,375
16130,376
1716950,377
411530,378
237430,379
485120,380
1907570,381
528670,382
417540,383
1496530,384
465070,385
448010,386
782630,387
1162170,388
1941850,389
1467740,390
1212930,391
1580990,392
1975670,391
1808480,393
818070,394
1271190,395
1271190,396
944590,397
1299400,398
958090,399
958090,400
607040,401
1301850,402
299380,403
1626950,404
342260,405
1684920,406
888010,407
538950,408
293520,409
502940,410
1395560,411
1038680,412
291690,413
1246200,414
1581010,415
1690250,416
653210,417
267360,418
267360,419
1694430,420
1886850,93
1886850,421
499910,422
1863170,423
1644840,424
1422880,425
12460,426
410320,427
1345440,428
757600,429
952000,430
1735930,431
336670,432
1828410,433
733420,434
1528770,435
542260,436
369560,437
1494400,438
394850,439
953900,440
299480,441
1696230,442
1530670,443
1260220,444
1503530,445
1503530,446
1503530,447
1503530,448
750960,449
1898130,257
523210,450
1278170,451
950400,452
766570,453
766570,13
1694450,454
1343220,455
1672700,456
1860120,457
1338020,458
1338020,459
1213420,460
1385820,461
848460,462
735650,463
1048100,464
345700,465
1873830,466
65600,467
65600,468
65600,469
674250,470
439250,471
439250,472
1788650,473
1239710,474
1275060,475
940350,476
868060,477
1284550,478
924670,479
924670,480
924670,481
598590,482
620050,483
454330,484
1723050,485
763230,486
959710,487
1140060,488
1644920,489
957070,490
1270780,491
1702210,492
1302270,493
974930,494
1017480,495
676030,496
1728410,497
1165280,498
1095120,499
818390,213
1245470,500
839770,501
1874660,502
562640,503
360840,504
1007890,505
1030840,506
1234450,507
890130,508
1093880,509
1896980,510
368730,511
1041300,512
1041300,513
572620,514
1581500,515
318260,516
821880,517
886360,518
1408480,519
696760,520
780210,521
1713640,522
451600,523
1109350,524
781240,525
929570,526
841830,527
1165460,528
485980,529
679400,530
1514480,531
1368750,532
1121310,533
1453640,534
1389360,535
429480,536
1368400,537
1005050,538
1005050,281
529040,539
694070,540
1311210,541
1453660,542
587580,543
294440,544
1309290,545
364980,546
269250,547
1228870,548
1228870,77
1228870,549
633660,550
1274280,551
1791610,552
1127500,553
508650,554
358700,555
656740,556
1047950,557
1076100,558
648150,559
630900,560
883160,561
783840,562
1487140,563
1696810,564
1178000,160
1138580,565
1138580,13
416090,566
595360,567
1581240,568
1751990,569
1445500,570
1315240,571
404530,572
1137650,573
1137650,72
461550,574
1408380,575
1049690,576
612840,577
1463120,578
243890,579
428410,580
988110,581
1921760,582
1921760,583
791370,584
622460,585
883130,586
913570,587
1930230,588
1930230,589
351490,590
378360,591
1273450,592
1059660,593
820830,594
668290,595
646100,596
646100,597
1382310,598
1944970,322
1534240,599
1339310,600
575800,601
1968280,602
634120,603
1843230,604
1434550,605
1434550,606
316260,607
604040,608
1050170,609
1546120,610
1546120,611
1546120,612
1546120,613
1546120,614
762850,615
1221560,375
1939600,616
1652800,617
437530,618
1583650,619
526130,620
1651880,621
311120,622
410670,623
1131410,624
1417890,625
2006770,626
2006770,627
1583840,628
516940,629
1304320,630
1471960,631
1350540,632
1512910,633
511110,634
1578750,635
1674300,636
465750,637
1053660,638
605490,639
1253320,640
448960,641
1457150,642
1129660,643
1550750,416
1787520,644
292180,645
1095140,646
1095140,13
973410,647
1564660,648
1563100,207
1853200,649
1953220,650
1094250,651
536660,652
362920,653
362920,654
1113940,655
915760,656
1682030,657
416840,658
529130,659
1730670,660
1535270,661
1836310,662
1945980,663
836440,664
796580,665
1830050,666
691680,667
1798310,130
2058120,668
2058120,93
399670,669
1410110,670
1841060,671
584170,672
559210,673
227160,674
1331390,675
816490,676
1576880,677
1527910,678
1876060,679
336230,680
1029160,681
1315070,682
1353870,683
975710,684
980940,685
980940,686
800510,687
1094010,688
1692900,689
1730160,690
34282,258
714820,691
1794300,692
1297010,693
40800,694
371450,695
2023330,696
1870170,697
627690,698
1348390,699
1436280,700
1312000,701
1815550,702
42920,703
959540,704
1167650,375
939250,705
1600180,158
1941400,706
305490,707
488360,708
682280,709
648070,710
1875470,711
810590,712
791320,713
1598810,714
1012390,715
1029650,716
738030,717
764630,718
992990,719
962070,720
1365620,721
690610,722
905510,723
1710810,724
1386980,725
539750,726
1601680,727
1753690,728
863230,729
1059370,730
1615560,731
1527140,732
661700,733
486940,734
778860,594
876850,735
482390,736
676320,737
1684220,738
946360,739
513330,740
513330,741
1179010,742
1367380,743
1034120,744
1713530,745
736430,746
699510,747
1100180,748
959000,749
731180,750
1481960,751
376410,752
723110,753
226620,754
1108750,755
788040,756
1768790,757
1768790,758
1471220,759
699080,760
1068120,761
1153040,762
1658770,763
1061420,764
363180,765
843620,766
1384350,767
618570,768
110600,769
1172470,770
1471460,771
1284700,772
841600,773
1671180,774
2061060,775
2061060,776
1299120,777
1303170,778
773530,779
1430100,780
1514160,781
404730,782
945490,783
1674730,784
301260,785
301260,538
1866870,786
510710,787
924310,788
1273430,789
1273430,790
556680,791
910850,792
1343450,793
1271620,794
1492290,795
1433770,796
1804390,797
1091350,798
1836500,257
813360,799
846220,800
223750,801
1845880,594
291170,802
291170,158
1162730,803
236490,804
1418650,805
1011320,806
1895130,807
1002510,808
346940,809
40420,810
40420,13
1526480,811
1914950,812
288790,813
434970,814
1073890,815
1073890,816
1811750,817
283620,818
1152410,819
350970,820
1582850,821
308560,822
1807610,823
1504570,824
418650,825
1064920,826
1088040,827
1418160,828
1128420,829
313740,830
960820,831
1515820,832
237760,833
1022480,834
1022480,835
1022480,836
1022480,837
532080,838
415780,839
1166990,840
407420,841
391280,842
1371730,843
471770,810
471770,13
461830,844
1376590,845
990840,846
1788730,847
1412580,848
889280,849
889280,850
1277310,851
1600600,852
1302460,853
869840,854
438490,855
438490,856
438490,857
1187250,858
1541450,130
656070,859
656070,860
1495080,158
406930,861
855010,862
312540,206
1028340,863
368570,864
270880,18
1671200,865
959410,866
1273250,867
913440,518
959050,868
991230,594
1580640,869
1808860,142
1338130,391
589220,870
993750,871
903790,872
1508980,873
1208040,874
408920,875
1217510,876
1417190,877
1386330,878
1776860,879
1227000,880
1285820,142
394960,881
747110,882
747110,883
733990,884
1998840,885
704760,886
528460,887
528460,888
1457490,889
12670,890
765860,891
765860,892
1514580,893
1431040,894
1579590,895
1553850,896
1875560,897
1143810,898
1321220,899
1500750,900
1819900,901
1433070,902
45750,903
45750,132
850710,904
821860,25
1836970,905
577850,906
1715970,907
1008000,908
1006920,909
1011310,910
536950,911
1669350,912
1436810,913
2050890,914
1280780,915
994200,916
1148680,917
1148680,918
1347390,919
460630,920
562050,66
613880,921
613880,922
371710,923
1959400,924
1420080,925
1420080,926
38160,927
1283430,928
703000,929
1071220,930
536430,931
742990,932
1000040,933
380990,934
565080,935
377010,574
1630760,936
612440,937
327980,938
266330,939
1436990,940
654710,941
873250,942
868570,943
1571600,944
1605190,945
635900,946
1789660,947
1236700,948
590600,949
870010,950
1192610,951
457690,952
371120,953
1018950,954
1786280,955
910460,956
760520,957
1251270,958
226780,226
251990,959
1137770,960
1137770,961
543240,962
543240,132
1822490,963
764180,964
1534520,965
854190,966
1375850,967
984610,968
1342790,969
1285940,970
1732210,971
1732210,972
1778110,406
1123730,973
837780,974
11370,975
1524690,425
1271280,976
898260,977
426930,978
499540,979
598620,980
1102140,981
1143900,116
606230,982
606230,983
1601260,984
1601260,985
894090,986
1207390,987
1797590,988
508790,989
1084920,944
1146350,990
654260,991
828740,992
454680,993
449040,994
219830,995
1913550,996
1192500,831
1554600,997
1155230,998
720030,999
1086140,1000
1535420,1001
415920,1002
1507600,1003
240340,1004
1544810,1005
1544810,1006
793030,1007
1514730,1008
1487100,1009
726000,1010
2010540,594
1871390,1011
651670,1012
651670,77
987710,1013
951050,1014
1550630,1015
1711530,1016
1711530,513
1011420,1017
1011420,1018
1411460,1019
680250,1020
1915740,1021
1421410,1022
1275660,1023
781520,1024
1559930,1025
1479540,1026
1854510,876
1462560,1027
1462560,1028
1314290,1029
1753100,1030
1554970,1031
612590,1032
700170,1033
700170,1034
798590,1035
718740,1036
481950,1037
113420,1038
714880,1039
328550,293
429430,1040
1511130,1041
454540,1042
829260,1043
1384990,1044
1108020,40
781760,1045
988070,1046
1222370,1047
533960,1048
1152200,60
760640,1049
22380,1050
1678450,1051
1678450,1052
1475940,1053
529780,1054
753090,1055
499230,1056
1136240,1057
450390,1058
1907420,594
1268840,1059
1050910,1060
403100,1061
1245930,1062
1021260,831
837720,1063
837720,1064
1548540,965
463150,1065
514700,292
1769630,59
1898570,1066
1821150,215
1572220,1067
508710,1068
1347130,1069
1689930,1070
1689930,1071
910540,1072
514920,1073
1286030,1074
574180,1075
1680530,1076
550600,1077
1492590,1078
1173870,1079
1806430,1080
826170,1081
643900,1002
1222610,1082
598030,1083
352950,1084
385800,1085
1305880,1086
978460,1087
1287450,1088
1125800,1089
700520,1090
1154210,1091
388010,1092
1409190,1093
681760,1094
1755240,1095
842770,1096
1409600,1097
1455650,1098
697930,1099
1271260,1100
859610,1101
644670,969
710920,1102
1190000,1103
1131750,1104
1131750,1105
1390340,1106
907190,1107
1362830,1108
860590,1109
1358430,1110
1617560,1111
1617560,77
1455840,1112
1228960,1113
1124810,1114
1253190,1115
1489600,1116
1331530,1117
1837980,1118
1241700,1119
566250,1120
1715840,1121
747230,1122
747230,1123
1571480,1124
951440,1125
1607570,51
1577450,1126
1237870,1127
491060,1128
491060,1129
216210,1130
867540,1131
1245810,1132
1361020,1133
464340,1134
1635550,1135
1750740,1136
1147970,1137
912790,1138
17100,1139
17100,77
554290,1140
485630,1141
302750,1142
708630,1143
948850,1144
948850,513
1156200,1145
1569560,1146
1213230,1147
1627920,1148
581100,1149
789700,1150
1061090,1151
1171950,1152
1340860,1153
500940,1154
1579300,1155
1672460,1156
1444950,1157
1112340,1158
1418320,1159
1021770,1160
1021770,1161
391210,1162
420070,1163
420070,1164
1620920,1165
1570330,1166
922820,1167
1241500,1168
484390,1169
494720,1170
1201770,1171
503620,1172
550200,1173
1805040,1174
1102060,1175
856270,1176
701970,57
1114220,1177
1787600,1178
1787600,481
1899200,1179
490890,1180
1225920,1181
1515990,1182
908010,1183
1060560,1184
1402580,1185
1325960,1186
1707650,1187
1604640,1188
1604640,1189
1604640,1190
1459540,1191
849740,1192
383180,268
355530,1193
1543340,1194
458730,1195
458730,513
549080,1196
1399150,317
613420,1197
1177990,1198
1426730,1199
356190,1200
1557100,1201
1925100,1202
1439800,1203
775940,1204
2024870,1205
392000,1206
915770,1207
299020,1208
1001980,1209
1411870,1210
300300,1211
471550,1212
1677180,1213
1957820,1214
733430,1215
1724910,1216
441640,1217
1843350,1218
1150070,1219
993370,1181
1534340,1220
913740,1221
1779710,594
1470150,1222
843130,1223
642830,1224
1285630,1225
1675410,1226
707010,1227
1519900,1228
1782740,1229
2026690,1230
769340,93
1140890,1231
1905810,1232
1339650,1233
1936030,1234
1577320,1235
1577320,1236
580720,1237
1753090,1238
1180520,1239
889790,1240
749920,1241
517670,853
797450,1242
712000,1243
1294770,1244
745660,1245
421040,1246
289340,1247
1233550,1248
525050,1249
1191620,1250
1026940,1251
365960,1252
735060,1253
1143780,1254
683790,1255
1388650,1256
1035030,1257
729950,1258
1497140,416
1509420,1259
223330,1260
1377280,1261
708260,1262
1547990,1263
1257810,1264
1260800,1265
386070,1266
1586120,1267
1207650,1268
511280,935
694060,1269
694060,1270
1575580,1271
755580,1272
1322550,1273
1236100,1274
872220,1275
795640,1276
489720,105
378410,1277
1622060,1278
1622060,1279
1604350,1280
1659790,1281
1414380,1282
686910,1283
388660,1284
330830,1285
1315210,1286
21680,1287
765880,1288
1358270,1289
305960,1290
744420,966
1236040,1291
1567400,1292
760120,1293
659560,1294
227480,1295
1726280,1296
1888170,1297
653190,1298
594410,1299
570590,1300
570590,13
4000,1301
1078320,1302
231060,1303
231060,77
1184530,1304
1089630,1305
1928650,1306
1050210,293
918740,1307
1597400,1308
1363090,1309
1169110,1310
1169110,13
1321350,1311
1143390,1312
1143390,1313
1640080,1314
1776940,1315
1776940,1316
1272830,1317
1502680,1318
628580,1319
1167530,1320
1776000,1321
1592670,1322
1214250,1323
727460,1324
1753170,1325
513710,1326
1774390,1327
1530,1328
1366720,1078
644290,1329
1170290,1330
996080,1331
1931050,1332
1381530,1333
1399670,29
1072140,1334
1659270,1335
1587290,1336
1008320,1337
1035410,1338
1069710,1339
353540,1340
749800,1341
951110,1342
915430,1343
841680,1344
1702260,1345
1495990,1346
916510,1347
933660,1348
1464380,1349
1693000,1350
464000,1351
944330,1352
944330,1353
944330,1354
1113680,1355
396820,1356
839180,1357
71250,258
585910,1358
1301830,1359
470220,1360
681730,1361
1689410,1362
1173120,1363
1321840,1364
1321840,1365
1321840,1366
1321840,1367
516840,1368
755920,1369
1482420,1370
1966610,1371
1966610,1372
501020,1373
501020,513
1018380,1374
1219450,1375
418290,574
1093330,1376
589590,1377
589590,1378
1069500,1379
1374430,1380
1036910,1381
356670,1382
979310,1383
1085970,1384
394690,1385
444180,1386
758150,1387
1158320,1346
1640720,727
338760,1388
495030,1389
1203220,1390
1666600,1391
1036000,1392
241410,1393
650730,1394
933060,966
1060820,1395
278440,1396
1856850,1397
666010,1398
332360,1399
448830,1400
1224450,1401
1016890,1402
1016890,1403
1542170,391
2002550,1404
1878530,1405
1372120,317
1506760,1406
38140,927
1068190,1407
688680,1408
1312160,1409
1398070,1410
1062000,1411
1129200,1412
1344950,1413
730010,1414
1956630,1415
1113090,1416
770370,1417
795310,935
11040,1418
1516820,1419
1013670,1420
607120,1421
601550,1422
601550,1423
265590,1424
1357270,1425
1716660,1426
1440790,1427
495140,1428
840370,1429
1983330,1430
393660,1431
461340,1432
1424140,1433
1424140,1434
768630,1435
860900,1436
1126430,1437
572350,1438
1132540,1439
473450,1440
1508750,1441
1508750,1442
1447900,1443
1345280,1444
378750,794
1410840,1445
1177300,1446
388750,58
340450,1447
1149090,1448
1446130,1449
335790,1450
302790,1451
527230,1452
958230,1453
1626710,1454
680930,1455
800390,1456
1103770,1457
1032270,1458
1714010,1459
1568330,1460
1342330,1461
1148080,829
1785750,1462
1651360,1463
805870,594
1257190,1464
1257190,1465
1081710,638
1152690,1466
999890,1467
1269500,1468
1643530,1469
900010,1470
776930,1471
279070,1472
1872200,1473
1001010,1474
511740,1475
511740,132
1954010,1476
1774560,1477
1299150,1478
431740,1479
1836240,1480
260040,1481
260040,77
270030,1482
1406340,1483
296770,1484
849680,1485
34272,258
1122310,1486
1388330,1487
513960,1488
726620,1489
1189780,1490
1778720,1491
363360,1492
1837160,198
388440,1493
623180,1494
1716230,158
1332630,1495
1332630,1496
1332630,1497
1316390,1498
779450,1499
462620,1500
940070,1501
1749300,1502
922880,1503
1772720,1504
461730,1505
1389550,1506
1393870,877
1527250,1507
619000,1508
266490,1509
266490,77
1517050,1510
94200,1511
1687100,1512
1687100,1513
1776260,1514
793000,1515
1069820,293
1122690,1516
745650,1517
1465200,1518
2062940,1519
913250,1520
817640,378
536890,1521
765030,1522
1146940,1523
577940,1524
1787960,1525
1787960,1526
1903640,1445
1903640,1527
1566620,1528
371900,1529
71165,258
1663170,1530
319320,1531
422760,1532
1544730,1533
1457840,1534
1397140,1535
1383650,1536
1742140,1537
756190,1538
1581050,1539
754270,1540
1893490,1541
1641010,1542
1379840,1225
1379840,406
1304790,1543
408000,1544
841980,601
1241380,1545
708250,1546
708250,1547
708250,1548
1377800,1549
1246950,1550
423610,1551
1389540,1552
1389540,1553
1258920,1554
899970,1085
1316800,1555
1381500,1556
623080,1557
586230,1558
575030,1559
575030,13
821640,1560
986400,1561
497590,1562
498450,1563
251650,1564
1264640,1565
1662680,1566
1662680,1567
1925930,1568
1791990,1569
315130,1570
763890,1571
589780,1572
1262540,1573
1728660,1574
757870,1575
490230,1576
628890,131
628890,132
1652700,1577
1283720,1578
941410,1579
1345200,1580
885640,1581
1037090,1582
1111620,1583
1111620,1584
393320,574
512420,1585
581660,694
1487440,1586
1310510,1587
1197280,381
1201640,1588
1632880,1589
1157260,1590
871100,1591
279260,1592
705060,1593
31290,1285
1287180,1594
1366520,1595
716920,1596
1139130,1597
1109170,1598
1109170,1599
382180,1600
678850,1601
1162440,1602
1146910,1306
1068860,1603
1560510,1604
780760,1605
1665990,1606
1145220,574
1788850,1607
766680,1608
1282200,727
1097160,1609
1887150,1610
793460,1611
1182670,59
485660,1612
1236860,1613
1479840,682
1015940,1614
204300,1615
1679170,1616
775860,1617
1854250,1618
1854250,1619
688420,1620
688420,1621
1586510,1622
874640,1623
1607970,1624
323020,1625
973690,1626
562690,1627
552330,1628
1136900,1629
814380,1630
388540,1631
671260,1632
6120,111
1024570,1633
774131,1634
1617880,1635
1426950,1636
1236530,1637
1048740,1100
410390,1638
818050,1639
509420,1640
611020,1641
1916250,1642
1755420,1643
933900,1644
660280,1645
251470,1646
251470,513
2063400,1647
1427800,1648
1427800,1649
1427800,1650
1427800,1651
2004490,1652
1741620,1653
1555110,1654
1555110,1655
1176890,1656
1543790,1657
1543790,1658
1389000,1659
893570,1660
204120,1661
1935580,1662
1175830,1663
1175830,1664
1175830,513
1359980,1665
1359980,1666
1024460,1667
1725430,1668
1300670,1669
458370,1670
960940,1671
527350,1672
877190,1673
1720090,1674
1727000,1675
1876150,1306
912260,1676
1987590,1677
1269120,1678
444430,74
513930,1679
822680,1680
2002510,1681
1334650,1682
464020,1351
357690,1683
660830,1684
951450,1685
951450,1686
951450,1687
1647110,1688
1275850,1689
1561880,1690
462770,1691
421060,1692
332830,1693
1956140,1694
761600,903
761600,1695
1014560,1696
758250,1697
844140,1045
1604280,1698
1604280,1699
356520,1700
1440750,1701
463250,1702
661190,1703
1222300,1704
548760,1705
1222930,1706
1222930,513
483820,1707
1134200,1708
1488960,1709
1811640,1710
515700,1711
1049850,1712
726600,1713
1997560,1714
1325970,1715
1358180,1716
1358180,77
1610470,226
1028520,1717
1282930,1718
1282930,77
1394580,1719
1306780,1720
1485940,1721
1876690,1722
1508360,1723
2077180,1724
2077180,1725
1669490,1726
1107920,1727
755410,1728
720380,1729
312210,1730
1484740,1731
1057720,1732
290440,1733
290440,1734
1112360,1735
399880,1736
501620,1737
851650,1738
389470,525
376150,1739
461780,1740
929690,1741
830520,1742
1042030,1743
2074780,1744
1475780,1745
1846890,1746
1848660,1747
273820,1748
670490,1749
1540740,1750
1057090,1751
1785680,1752
745090,1753
1160800,1754
622700,1755
1680660,1756
1680660,1757
324310,1758
657320,1759
828250,1760
1393740,1761
653100,1762
932940,1763
1641210,1764
1129080,1765
1084520,1766
1020470,1767
1466570,1768
1067110,1769
1067110,1770
1631790,1771
265810,1772
581200,93
1820560,1773
1713290,1774
652140,1775
1383120,1776
1383120,1777
772610,1778
915730,1779
670240,1780
766250,1781
1057850,1782
302010,1783
1360670,1784
577740,1785
992210,1786
797310,1242
281820,1787
1202660,1788
214970,1789
264690,1790
1340300,1791
1332370,1792
885320,1793
776390,1794
897440,1795
826390,1258
949820,1796
581910,1797
1926170,1798
445840,1799
1083490,1800
874130,174
1512520,1801
557700,293
28000,1802
979260,1803
979260,1804
783450,1805
338540,1806
1030830,506
1030830,1807
1408720,1808
1687430,1809
1249510,1810
1423830,1811
1622470,1812
341570,1813
1567440,1814
1530120,1815
1389270,635
563170,1816
1042170,1817
844620,1818
1945810,1819
1351070,1820
1383060,1821
1127390,1822
1862960,1823
1626040,1824
1811520,1825
876160,1826
566170,687
1863980,1827
1812820,1828
1812820,1829
2001000,1830
847810,1688
1193930,1831
1288670,1832
1559430,1833
1559430,1834
1485630,1835
340830,1836
1198900,1837
1198900,1838
1198900,1839
1560760,130
1096330,1840
1885530,1841
742120,1663
665350,1842
704690,1843
820170,1844
820170,1845
489610,1673
815860,1846
463010,1847
473140,1848
586620,1849
1992120,1850
441680,1017
528900,1851
1237040,1852
1823380,1853
702680,1854
933450,1855
782160,1856
943030,1857
665650,1858
994030,1859
965730,1860
2004290,1861
1003890,1862
1003890,1863
1286830,1864
1373250,1865
1558630,1866
622480,1867
1356670,1868
1951540,1869
704350,1870
1551910,1871
1006680,1872
80300,1873
700050,1874
312560,206
809200,1875
742230,1876
1484620,1877
1525370,1878
581320,1879
260570,1880
850450,1881
72900,1882
1435610,1883
272620,1884
272620,1885
1311190,381
1669820,59
17470,1886
34286,258
1349740,967
1756500,1887
1956400,1888
1956400,1889
1271930,1890
487160,1891
1991470,1892
1617360,1893
1710590,1894
465130,1895
23490,1896
1098040,347
682530,1897
993220,1898
1180030,1899
645260,1900
491800,1901
1647730,1902
1504310,947
1764000,1903
249610,1904
1866250,1642
733550,1905
1910260,1906
1910260,1907
1910260,1908
1155910,1909
1625260,1910
1672350,1911
1674370,1912
1948740,1913
1818690,1914
1092510,1915
1896160,1916
279500,1917
395250,1918
857130,1919
756530,1920
1282700,1921
1421200,1922
746240,1923
1501340,1924
276730,1925
1541250,1926
1541250,1927
1541250,1928
1541250,1929
372820,623
314770,1930
1682920,1931
400660,1932
1470820,406
1376520,1933
722890,1934
1188590,1935
549900,1936
1081350,1937
1897720,257
1094320,1938
1094320,1939
1356460,1940
1649900,1910
940650,1941
1401990,1942
1159680,1943
745890,1944
623880,1945
623880,1946
618850,1947
1675940,1948
281580,1949
200980,329
1488810,1950
1274140,1951
1467870,1952
1883580,1953
1937620,1954
1568540,1955
1302090,1318
409390,1956
828760,60
1433340,1957
1284790,1822
805260,1958
1352200,1959
1553800,1960
737670,1961
628130,131
628130,132
1746120,1962
1245260,1963
497710,1964
1005930,1965
1996000,1966
1293120,1967
740090,785
493080,1968
359870,1663
1158980,1969
1158980,1970
553430,1971
553430,1972
2008230,1205
551060,1973
811850,1974
1058410,1975
951330,1976
1249850,1977
594000,1432
264320,1978
668650,1979
856760,966
15500,1980
15500,13
2061270,1981
1376420,1982
1472060,1983
1802500,1984
571180,1985
1814050,1986
1347690,1659
1018810,1987
542050,1988
243060,1989
243060,1990
504810,226
361330,1991
1169030,1992
1508670,1442
747810,1993
1665650,1994
822510,1995
1238620,1827
1900680,1996
425460,58
425460,1997
770020,1998
282620,1999
282620,13
789610,2000
1578900,2001
394970,2002
1585500,2003
1585500,2004
1585500,2005
1289990,2006
1262580,1573
1720060,2007
650980,2008
1783090,2009
705870,2010
950130,2011
950130,2012
1639340,416
99410,2013
980440,2014
836080,2015
840160,2016
586080,2017
501440,2018
802810,2019
1412560,99
637110,980
612930,2020
1330460,2021
1236780,2022
1890000,2023
495520,2024
320330,2025
1309910,661
889240,2026
1493410,2027
1620890,2028
413540,2029
624120,2030
932500,2031
438020,2032
818480,1680
1813570,2033
237550,2034
237550,2035
1985250,2036
292990,131
292990,132
1051270,2037
1479100,2038
1160560,2039
667240,2040
1160190,2041
1349830,2042
1714680,2043
373630,2044
286200,2045
1341900,2046
1187410,2047
364810,2048
955530,2049
1012510,1901
1012510,2050
1012510,2051
273620,2052
225160,2053
1635790,2054
724750,2055
724750,2056
715240,2057
801210,2058
1252480,2059
869060,2060
759940,2061
1590270,2062
856300,2063
1063330,916
1300560,2064
1300560,2065
545180,2066
1323470,2067
1323470,2068
1476760,2069
1476760,2070
301560,2071
1485760,406
761700,2072
603340,2073
1148100,2074
659500,2075
659500,2076
1553480,2077
1999140,2078
1299000,2079
817150,2080
1306900,2081
826660,1013
1572790,2082
1121120,2083
1239030,2084
359630,2085
1457070,2086
1361810,2087
312280,2088
706370,1738
1062120,142
929010,2089
929010,2090
514520,2091
1460910,2092
1269450,2093
1089660,2094
836470,2095
1670320,2096
1412980,2097
1412980,2098
329690,2099
423730,2100
1097130,2101
1604790,2102
25800,2103
1253110,2104
2018990,2105
1069080,2106
689130,2107
592350,2108
968350,2109
1605230,2110
