game_id,publisher_id
1693780,199
1466930,200
1748070,201
1755120,202
964920,203
1085570,204
1528020,205
1796350,206
1444320,207
906050,208
351910,209
513480,210
2010700,211
1089830,212
403070,213
811440,214
491010,215
681290,216
1233460,217
350530,218
2026860,219
1481840,220
1444890,221
1217340,222
872340,223
523680,224
439460,225
439460,226
1308880,227
296650,228
1549420,229
418270,230
390220,231
390220,142
549860,232
612380,233
1559340,234
1632640,235
350480,236
220900,237
1768260,238
539090,239
539090,15
539090,240
908500,241
1852760,242
809890,115
570770,243
448500,244
854160,245
1359170,246
897010,53
1607870,247
553260,248
453130,249
1508890,250
3010,251
1297480,252
1217830,253
628830,254
686440,255
521710,119
521710,120
1986310,256
1259660,257
108200,258
108200,259
614150,260
1570340,261
304970,262
1630940,263
878520,264
1927300,265
340630,266
704310,267
619150,268
1373890,269
1869200,270
392030,271
605850,272
441670,273
962150,274
50990,53
648510,275
1071070,276
2011540,277
1761740,278
538700,279
1564150,280
726870,281
1074390,282
1554780,283
1065750,284
714780,285
1321040,286
1204930,287
1588760,288
924740,289
416340,290
242610,291
1168980,292
1277340,293
1233610,294
302610,295
1638730,296
1484150,297
922520,298
1157200,299
1862100,300
2022020,301
1099400,302
1604610,303
503060,53
1275970,304
847490,305
1101580,306
201010,307
837610,308
1029870,264
205690,309
632240,310
898910,311
1042930,312
109500,313
539290,314
1603600,315
489100,316
1310620,317
740450,318
1646090,319
448670,320
1956110,321
542740,322
687980,323
612120,324
1259000,325
1380060,326
814560,327
701100,328
1407060,329
1495860,330
1126970,331
1639530,332
1995420,333
358000,334
1856080,335
239430,336
961490,337
363500,338
286750,339
286750,340
1565630,341
1751800,342
925360,343
925360,344
482300,345
964910,346
16130,347
1716950,348
411530,290
237430,45
485120,92
1907570,349
528670,350
417540,351
1496530,352
465070,287
448010,353
782630,354
1162170,355
1941850,356
1467740,357
1212930,358
1580990,359
1975670,358
1808480,360
818070,361
1271190,362
944590,363
1299400,364
958090,365
607040,366
1301850,367
299380,368
1626950,369
342260,370
1684920,371
888010,372
538950,373
293520,374
502940,375
1395560,376
1038680,377
291690,378
1246200,379
1581010,380
1690250,381
653210,382
267360,383
1694430,384
1886850,82
499910,385
1863170,386
1644840,387
1422880,388
12460,389
410320,390
1345440,391
757600,392
952000,393
1735930,394
336670,395
1828410,396
733420,397
1528770,398
542260,399
369560,400
1494400,401
394850,402
953900,403
299480,404
299480,405
1696230,406
1530670,235
1260220,407
1503530,47
750960,408
1898130,242
523210,409
1278170,410
950400,411
766570,412
766570,15
1694450,413
1343220,414
1672700,415
1860120,416
1338020,417
1213420,418
1385820,419
848460,420
735650,421
1048100,422
345700,423
1873830,424
65600,45
674250,425
439250,57
1788650,426
1239710,427
1275060,428
940350,429
868060,430
1284550,431
924670,432
924670,433
924670,434
598590,435
620050,436
211208,115
454330,437
1723050,438
763230,439
959710,440
1140060,441
1644920,442
957070,443
1270780,444
1702210,445
1302270,446
974930,447
1017480,448
676030,449
1728410,450
1165280,451
1095120,452
818390,199
1245470,453
839770,454
1874660,455
562640,456
360840,457
1007890,458
1030840,459
1234450,460
890130,461
1093880,462
1896980,88
368730,463
1041300,464
1041300,10
572620,465
1581500,466
318260,467
821880,271
886360,468
1408480,469
696760,470
780210,471
1713640,472
451600,473
1109350,474
781240,20
929570,475
841830,476
841830,15
1165460,477
485980,478
679400,479
1514480,480
1368750,481
1121310,482
1453640,483
1389360,484
429480,485
1368400,486
1005050,264
529040,487
694070,488
1311210,489
1453660,490
587580,491
294440,492
1309290,493
269250,90
1228870,494
1228870,102
633660,495
1274280,496
1791610,497
1127500,498
508650,499
508650,500
358700,501
656740,502
1047950,503
1076100,504
648150,505
630900,506
883160,507
883160,508
783840,509
1487140,510
1696810,511
1178000,146
1138580,512
1138580,15
416090,513
595360,514
1581240,515
1751990,516
1445500,517
1315240,518
404530,519
1137650,520
1137650,521
461550,522
1408380,523
1049690,524
612840,525
1463120,526
243890,527
428410,528
988110,529
1921760,530
1921760,531
791370,532
622460,533
883130,534
913570,535
1930230,536
351490,537
378360,538
1273450,539
1059660,540
820830,541
668290,542
646100,543
1382310,544
1944970,545
1944970,546
1534240,547
1339310,548
575800,549
1968280,550
1968280,10
634120,378
1843230,551
1434550,552
1434550,553
316260,554
604040,555
1050170,556
1546120,557
762850,558
1221560,346
1939600,559
1652800,560
437530,142
1583650,561
526130,562
1651880,563
311120,182
410670,564
1131410,565
1417890,566
1417890,500
2006770,567
1583840,568
516940,569
1304320,570
1471960,571
1350540,572
1512910,573
511110,574
1578750,575
1674300,576
465750,577
1053660,578
605490,579
1253320,580
448960,581
448960,582
1457150,583
1129660,584
1550750,381
1787520,585
292180,586
1095140,224
973410,587
1564660,588
1563100,193
1853200,589
1953220,590
1094250,591
536660,592
362920,593
1113940,594
915760,595
1682030,596
416840,597
529130,598
1730670,599
1535270,600
1836310,601
1945980,602
836440,603
796580,604
1830050,605
691680,606
1798310,118
2058120,82
2058120,607
399670,608
1410110,609
1841060,610
584170,611
559210,612
227160,613
1331390,614
816490,615
1576880,616
1527910,617
1876060,618
336230,619
1029160,620
1315070,621
1353870,44
975710,622
980940,623
800510,624
1094010,625
1094010,626
1692900,627
1730160,628
34282,115
714820,90
1794300,629
1297010,630
371450,631
2023330,632
1870170,633
627690,634
1348390,635
1436280,636
1312000,637
1815550,638
42920,639
959540,640
1167650,346
939250,641
1600180,642
1941400,643
305490,644
488360,645
682280,646
648070,647
1875470,648
810590,649
791320,650
1598810,651
1012390,88
1029650,652
738030,653
764630,654
992990,655
962070,656
1365620,657
690610,658
905510,659
1710810,660
1386980,661
539750,662
1601680,663
1753690,664
863230,665
1059370,666
1615560,667
1527140,668
661700,669
486940,670
778860,541
876850,671
482390,672
676320,673
1684220,674
946360,675
513330,463
1179010,676
1367380,677
1034120,678
1713530,679
736430,680
699510,681
1100180,682
1100180,10
959000,209
731180,683
1481960,684
376410,685
723110,686
226620,687
1108750,688
788040,689
1768790,690
1471220,691
699080,692
1068120,693
1153040,694
1658770,20
1061420,695
363180,696
843620,697
1384350,698
618570,699
110600,700
1172470,701
1471460,702
1284700,703
841600,704
1671180,705
2061060,706
1299120,707
1303170,708
773530,709
1430100,710
1514160,711
404730,712
1674730,713
301260,714
1866870,715
510710,716
924310,717
1273430,718
1273430,719
556680,720
910850,721
1343450,722
1271620,723
1492290,724
1433770,725
1804390,726
1091350,727
1836500,242
813360,728
846220,729
1845880,541
291170,144
1162730,730
236490,731
1418650,732
1011320,733
1895130,734
1002510,735
346940,639
40420,736
40420,15
1526480,737
1914950,738
288790,389
434970,739
1073890,740
1811750,209
283620,586
1152410,741
350970,742
1582850,743
308560,744
1807610,745
1504570,746
418650,747
1064920,748
1088040,749
1418160,750
1128420,642
313740,751
960820,752
1515820,753
237760,754
1022480,755
532080,756
415780,757
1166990,758
407420,759
391280,760
391280,761
1371730,762
471770,736
471770,15
461830,763
1376590,764
990840,765
1788730,766
1412580,767
889280,768
1277310,769
1600600,235
1302460,770
869840,771
438490,731
1187250,772
1541450,118
656070,773
656070,15
1495080,642
406930,774
855010,775
312540,191
312540,192
312540,102
1028340,776
368570,777
270880,778
1671200,779
959410,780
1273250,781
913440,468
959050,782
991230,541
1580640,783
1808860,129
1338130,358
589220,784
993750,785
903790,786
1508980,787
1208040,788
1217510,789
1417190,790
1386330,791
1776860,792
1227000,793
1285820,129
394960,794
747110,795
733990,796
1998840,797
704760,798
528460,799
1457490,800
12670,446
765860,801
1514580,802
1431040,803
1579590,804
1553850,805
1875560,806
1143810,463
1321220,807
1500750,808
1819900,809
1433070,810
45750,811
850710,812
1836970,813
577850,814
1715970,815
1008000,816
1006920,817
1011310,818
536950,819
1669350,820
1436810,821
2050890,822
1280780,823
994200,824
1148680,825
1347390,826
460630,827
460630,10
562050,60
613880,61
371710,828
1959400,829
1420080,830
38160,831
1283430,832
703000,833
1071220,834
536430,835
742990,836
742990,15
1000040,837
380990,838
565080,423
377010,522
1630760,839
612440,840
327980,841
266330,842
1436990,843
654710,844
873250,845
868570,846
1571600,53
1605190,847
635900,848
1789660,849
1236700,850
590600,851
870010,852
1192610,853
457690,854
371120,855
1018950,856
1786280,857
910460,858
760520,859
1251270,860
226780,731
251990,861
1137770,862
543240,863
543240,120
1822490,864
764180,865
1534520,866
854190,867
1375850,868
984610,869
1342790,870
1285940,871
1732210,872
1732210,873
1778110,371
1123730,874
837780,875
11370,876
1524690,388
1271280,877
898260,878
426930,879
499540,880
598620,881
1102140,882
1143900,105
606230,883
1601260,884
1601260,885
894090,886
1207390,887
1797590,888
508790,889
1084920,53
1146350,890
654260,891
828740,892
454680,893
449040,894
219830,895
1913550,896
1192500,752
1554600,897
1155230,898
720030,899
1086140,900
1535420,901
415920,902
1507600,903
240340,904
1544810,905
1544810,906
793030,907
1514730,908
1487100,909
726000,910
2010540,541
1871390,911
651670,912
987710,913
951050,914
1550630,915
1711530,504
1011420,586
1411460,916
680250,917
1915740,918
1421410,919
1275660,920
781520,921
1559930,922
1479540,923
1854510,789
1462560,924
1462560,15
1314290,925
1753100,926
1554970,927
211200,115
612590,928
700170,929
798590,930
718740,931
718740,932
481950,933
113420,934
714880,935
328550,275
1511130,936
454540,937
829260,938
1384990,939
1108020,39
781760,940
988070,941
1222370,942
533960,943
1152200,54
760640,944
22380,945
1678450,946
1475940,947
529780,948
753090,949
499230,950
1136240,57
450390,951
1907420,541
1268840,952
1050910,953
403100,182
1245930,954
1021260,752
837720,955
1548540,429
463150,956
514700,53
1769630,53
1898570,957
1821150,201
1572220,958
508710,959
1347130,960
1689930,961
910540,962
514920,963
1286030,964
574180,965
1680530,966
550600,967
1492590,968
1173870,969
1806430,970
826170,971
643900,902
1222610,972
598030,973
352950,974
385800,90
1305880,975
978460,976
1287450,977
1125800,978
700520,979
1154210,980
388010,981
1409190,982
681760,983
1755240,984
842770,985
1409600,986
1455650,987
697930,988
1271260,989
859610,990
644670,870
710920,45
1190000,991
1131750,992
1390340,993
907190,994
1362830,995
860590,996
1358430,997
1617560,998
1617560,102
1455840,999
1228960,1000
1124810,1001
1253190,1002
1489600,1003
1331530,1004
1837980,1005
1241700,1006
566250,1007
1715840,1008
747230,66
747230,116
1571480,1009
951440,1010
1607570,49
1577450,1011
1237870,1012
491060,1013
216210,1014
867540,1015
1245810,1016
1361020,1017
464340,593
1635550,1018
1635550,991
1750740,1019
1147970,1020
912790,1021
17100,1022
17100,102
554290,1023
485630,1024
302750,1025
708630,1026
948850,1027
948850,10
1156200,1028
1569560,1029
1213230,1030
1627920,1031
581100,1032
789700,1033
1061090,1034
1171950,1035
1340860,1036
500940,1037
1579300,1038
1672460,1039
1444950,1040
1112340,1041
1418320,1042
1021770,1043
391210,1044
420070,1045
1620920,1046
1570330,1047
922820,1048
1241500,1049
484390,1050
494720,1051
1201770,1052
1201770,1053
1201770,15
503620,1054
550200,1055
1805040,1056
1102060,1057
856270,1058
701970,51
1114220,1059
1787600,434
1787600,1060
1899200,1061
490890,90
1225920,1062
1515990,1063
908010,1064
1060560,1065
1402580,1066
1325960,1067
1707650,1068
1604640,1069
1604640,1070
1604640,1071
1459540,1072
849740,1073
383180,1074
355530,287
1543340,1075
458730,1076
458730,10
549080,389
1399150,297
613420,1077
1177990,831
1426730,1078
356190,1079
1557100,1080
1925100,1081
1925100,1082
1439800,1083
775940,1084
2024870,1085
392000,554
915770,1086
299020,1087
1001980,1088
1411870,44
300300,1089
471550,1090
1677180,1091
1957820,1092
733430,1093
1724910,1094
441640,1095
1843350,1096
1150070,1097
993370,1062
1534340,1098
913740,1099
1779710,541
1470150,1100
843130,1101
642830,1102
1285630,1103
1675410,1104
707010,1105
1519900,1106
1782740,235
2026690,1107
769340,82
1140890,227
1905810,1108
1339650,1109
1936030,1110
1577320,1111
580720,1112
1753090,472
1180520,1113
889790,1114
749920,1115
517670,770
797450,1116
712000,1117
1294770,1118
745660,1119
421040,1120
289340,248
1233550,701
525050,1121
1191620,1122
1026940,1123
365960,1124
735060,1125
1143780,1126
683790,1127
1388650,1128
1035030,1023
729950,53
1497140,381
1509420,1129
223330,1130
223330,1131
1377280,1132
708260,1133
1547990,1134
1257810,1135
1260800,1136
386070,1137
1586120,1138
1207650,1139
511280,423
694060,1140
1575580,1141
755580,1142
1322550,1143
1236100,1144
872220,1145
795640,1146
489720,1147
1622060,1148
1604350,743
1659790,1149
1414380,1150
686910,1151
388660,1152
330830,459
1315210,1153
1315210,1154
248710,453
21680,811
765880,1155
1358270,1156
305960,1157
744420,867
1236040,1158
1567400,1159
1567400,1160
1567400,1161
760120,1162
659560,1163
227480,1164
1726280,1165
1888170,1166
653190,1167
594410,1168
570590,1169
570590,15
4000,951
1078320,1170
231060,1171
1184530,1172
1089630,1173
1928650,1174
1050210,275
918740,1175
1597400,1176
1363090,1177
1169110,1178
1169110,15
1321350,1179
1143390,1180
1640080,1181
1776940,1182
1776940,1183
1272830,1184
1502680,1185
628580,1186
1167530,1187
1776000,1188
1592670,1189
1214250,1190
727460,1191
1753170,1192
513710,1193
1774390,1194
1530,1195
1366720,968
644290,927
1170290,1196
996080,1197
1931050,1198
1381530,1199
1399670,30
1072140,1200
1659270,1201
1587290,1202
1587290,120
1008320,88
1035410,1203
1069710,1204
353540,1205
749800,1076
749800,10
951110,1206
915430,1207
841680,1208
1702260,191
1702260,192
1702260,102
1702260,1209
1495990,1210
916510,1211
933660,1212
1464380,1213
1693000,1214
464000,1215
944330,1216
1113680,1217
396820,351
839180,1218
71250,115
585910,1219
1301830,1220
470220,1221
681730,1222
1689410,1223
1173120,1224
1321840,1225
516840,1226
755920,1227
1482420,1228
1966610,1229
1966610,1230
501020,1231
501020,10
1018380,1232
1219450,1233
418290,522
1093330,1234
589590,1235
1069500,1236
1374430,1237
1036910,1238
356670,1239
979310,1240
1085970,1241
394690,1242
444180,1243
758150,1244
1158320,1210
1640720,663
338760,1245
495030,1246
1203220,1247
1666600,1248
1036000,1249
241410,1250
650730,60
933060,867
1060820,1251
278440,1252
1856850,1253
666010,1254
332360,1255
448830,1256
1224450,1257
1016890,1258
1542170,358
2002550,1259
1878530,1260
1372120,297
1506760,1261
38140,831
1068190,1262
688680,1263
1312160,1264
1398070,1265
1062000,1266
1129200,1267
1344950,1268
730010,1269
1956630,1270
1113090,642
770370,1271
795310,423
11040,1272
1516820,1273
1013670,1274
607120,1275
601550,1276
265590,1277
1357270,1278
1716660,53
1440790,1279
495140,731
840370,1280
1983330,1281
393660,1282
461340,1283
1424140,44
768630,1284
860900,1285
1126430,1286
572350,1287
1132540,1288
473450,1289
1508750,1290
1447900,1291
1345280,1292
378750,287
1410840,928
1177300,1293
388750,1231
388750,10
340450,1294
1149090,1295
1446130,1296
335790,1297
302790,1298
527230,125
958230,1299
1626710,1300
680930,1301
800390,1302
1103770,1303
1032270,1304
1714010,1305
1568330,1306
1342330,1307
1148080,642
1785750,1308
1651360,1309
805870,541
1257190,1310
1081710,578
1152690,1311
999890,1312
1269500,57
1643530,1313
900010,1314
900010,1315
776930,248
279070,1316
1872200,1317
1001010,1318
511740,483
1954010,1319
1774560,1320
1299150,1321
431740,1322
1836240,1323
260040,1324
260040,102
270030,1325
1406340,1326
296770,1327
849680,1328
34272,115
1122310,1329
1388330,1330
513960,1331
726620,1332
1189780,1333
1189780,1334
1778720,1335
363360,378
1837160,1336
388440,1337
623180,1338
1716230,642
1332630,1339
1316390,1340
779450,1341
462620,142
462620,1315
940070,1342
1749300,1343
922880,1344
1772720,1345
461730,1346
1389550,1347
1393870,790
1527250,1348
619000,1349
266490,1350
266490,102
1517050,1351
94200,1352
1687100,1353
1776260,1354
793000,1355
1069820,275
1122690,156
745650,1356
1465200,1357
2062940,1358
913250,1359
817640,290
765030,1360
1146940,1361
577940,61
1787960,1362
1903640,928
1566620,1363
371900,1364
71165,115
1663170,1365
319320,1366
422760,1367
1544730,20
1457840,1368
1397140,1369
1383650,1370
1742140,1371
756190,1372
1581050,1373
754270,1374
1893490,1375
1641010,1343
1379840,1376
1304790,1377
408000,1378
841980,549
1241380,1379
708250,114
1377800,1380
1246950,1381
423610,1382
1389540,287
1258920,1383
899970,90
1316800,1384
1316800,991
1381500,1385
623080,1386
586230,1387
575030,1388
575030,15
821640,1389
986400,44
497590,1390
498450,1391
251650,1392
1264640,1393
1662680,1394
1925930,1395
1791990,1396
315130,1397
763890,1398
763890,1315
589780,47
1262540,701
1728660,1399
757870,1400
490230,1401
628890,119
628890,120
1652700,1402
1283720,1403
941410,1404
1345200,1405
1345200,1406
885640,1407
1037090,1408
1111620,1409
393320,522
512420,1410
581660,1411
1487440,1412
1310510,1413
1197280,349
1201640,1414
1632880,1415
1157260,1416
871100,1417
279260,1418
705060,1419
31290,1420
1287180,1421
1366520,1422
716920,1423
1139130,142
1109170,1424
1109170,1425
382180,1426
678850,912
1162440,1427
1146910,1174
1068860,1428
1560510,1429
780760,1430
1665990,1431
1145220,522
1788850,1432
766680,483
1282200,663
1097160,1433
1887150,1434
793460,1004
1182670,53
485660,1435
1236860,286
1479840,621
1015940,1436
204300,1437
1679170,1438
1679170,1439
775860,1440
1854250,1441
688420,912
1586510,1442
874640,1443
1607970,1444
323020,841
973690,1445
562690,1446
552330,1447
1136900,1448
814380,1449
814380,1450
814380,1451
388540,1452
671260,1453
6120,98
1024570,1454
774131,1455
1617880,1456
1426950,1457
1236530,1458
1048740,989
410390,1459
818050,1460
509420,1461
611020,1462
1916250,1463
1755420,1464
933900,1465
660280,1466
251470,1467
2063400,1468
1427800,1469
2004490,1470
1741620,1471
1555110,1472
1176890,1473
1543790,1474
1389000,1475
893570,1476
204120,1477
1935580,1478
1175830,1479
1359980,1480
1359980,1481
1024460,1482
1725430,1483
1300670,1484
458370,1485
960940,1486
527350,1487
877190,1488
1720090,1489
1727000,1490
1876150,1491
912260,1492
1987590,1493
1269120,1494
444430,67
513930,1419
822680,1495
2002510,1496
1334650,1497
464020,1215
357690,1498
660830,1499
951450,1500
1647110,1501
1275850,1502
1561880,1503
462770,1504
332830,1505
1956140,1506
761600,1507
761600,1508
1014560,1509
758250,1510
844140,940
1604280,1511
1604280,1512
356520,1513
1440750,1514
463250,1515
661190,849
1222300,991
548760,1516
1222930,1517
1222930,10
483820,1518
1134200,1519
1488960,193
1811640,1520
515700,1521
1049850,1522
726600,1523
1997560,1524
1325970,1525
1358180,1526
1358180,102
1610470,212
1028520,520
1028520,521
1282930,1527
1282930,102
1394580,1528
1306780,1529
1485940,1530
1876690,1531
1508360,1532
2077180,1533
1669490,1534
1107920,1535
755410,1536
720380,248
312210,1537
1484740,193
1057720,1538
290440,287
290440,1539
1112360,1540
399880,1541
501620,1542
501620,1543
851650,1544
389470,1545
376150,1546
461780,1547
929690,1548
830520,1549
1042030,1550
2074780,1551
1475780,1552
1846890,1553
1848660,1554
273820,1555
670490,1556
1540740,1557
1057090,61
1785680,1558
745090,1559
1160800,1560
622700,1561
1680660,1562
324310,1563
657320,1564
828250,1565
1393740,1566
653100,1567
932940,1568
1641210,1569
1129080,1570
1084520,1571
1020470,1572
1466570,1573
1067110,1574
1631790,1575
265810,1576
581200,82
1820560,1577
1713290,1578
652140,1579
1383120,1580
772610,1581
670240,1582
766250,1583
1057850,1584
302010,1585
1360670,1586
577740,57
992210,1587
797310,1116
281820,1588
1202660,500
214970,1589
264690,1590
1340300,1591
1332370,1315
885320,1592
776390,1593
897440,1170
826390,53
949820,1594
581910,1595
1926170,1596
445840,1597
1083490,1598
874130,158
1512520,1599
557700,275
28000,1479
979260,1600
783450,1601
338540,1602
1030830,459
1408720,1603
1687430,1604
1249510,1605
1423830,1606
1622470,1607
341570,1608
1567440,1609
1530120,1610
1389270,575
563170,1611
1042170,1612
844620,1613
1945810,1614
1351070,1031
1383060,1615
1127390,1550
1862960,1616
1626040,1617
1811520,1618
876160,1619
566170,1620
1863980,1621
1812820,1622
2001000,1623
847810,1501
1193930,1624
1288670,1625
1559430,1626
1485630,1627
340830,1628
1198900,1629
1560760,118
1096330,1001
1096330,1630
1885530,1631
742120,1479
665350,1632
704690,1633
820170,1634
489610,1635
815860,1636
463010,1637
473140,1638
1992120,1639
441680,1014
528900,1640
1237040,1641
1823380,1642
702680,156
933450,1643
782160,1644
943030,1645
665650,1646
994030,1647
965730,1648
2004290,1649
1003890,593
1286830,701
1373250,1650
1558630,1651
622480,1652
1356670,191
1356670,192
1356670,102
1951540,1653
704350,1654
1551910,1655
1006680,1656
80300,1657
700050,1658
312560,191
312560,192
312560,102
809200,1659
742230,1660
1484620,483
1525370,1661
581320,942
260570,1662
850450,1663
72900,1664
1435610,1665
272620,47
1311190,349
1669820,53
17470,701
34286,115
1349740,868
1756500,1666
1956400,1667
1271930,1668
487160,1669
1991470,1670
1617360,1671
1710590,1672
465130,9
465130,10
23490,1673
1098040,323
682530,1674
993220,1675
1180030,1676
645260,1677
491800,1678
1647730,1679
1504310,849
1764000,1680
249610,1681
1866250,1463
733550,1682
1910260,1683
1155910,1684
1625260,1685
1672350,520
1672350,521
1674370,1686
1948740,1687
1818690,1688
1092510,1330
1896160,1112
279500,1689
395250,1690
857130,1691
756530,731
1282700,1692
1421200,1693
746240,1694
1501340,1695
276730,1696
1541250,1697
372820,564
314770,1698
1682920,1699
400660,1700
1470820,371
1376520,1701
722890,1702
1188590,1703
549900,1704
1081350,1705
1897720,242
1094320,1706
1356460,1707
1356460,226
1649900,1685
940650,483
1401990,1708
1159680,1709
745890,1710
623880,1711
618850,1712
1675940,1713
281580,389
200980,307
1488810,1714
1274140,1715
1467870,53
1883580,1716
1937620,1717
1568540,1718
1302090,1185
409390,1719
828760,54
1433340,463
1284790,1550
805260,1720
1352200,1721
1553800,1722
737670,1723
628130,119
628130,120
1746120,1724
1245260,1725
497710,1726
1005930,1727
1996000,1728
1293120,1729
1293120,1730
740090,1366
493080,142
359870,1479
1158980,1731
1158980,1732
553430,1733
2008230,1085
551060,1734
811850,1735
1058410,1736
951330,1737
1249850,1738
594000,1283
264320,1739
668650,1740
856760,867
15500,1741
15500,15
2061270,1742
1376420,1743
1472060,1744
1802500,1745
571180,1746
1814050,1747
1347690,1475
1018810,1748
542050,1749
243060,1750
504810,212
361330,1751
1169030,1752
1508670,1290
747810,1753
1665650,1754
822510,1755
1238620,1621
1900680,642
425460,483
770020,1756
282620,1757
282620,15
789610,1758
1578900,1759
394970,1760
1585500,1761
1289990,1762
1262580,701
1720060,1763
650980,1764
1783090,1765
705870,1766
950130,1767
1639340,381
99410,1768
980440,1769
836080,1770
840160,1771
586080,1772
501440,1773
802810,44
1412560,87
637110,881
612930,1774
612930,1775
1330460,1776
1236780,191
1236780,192
1236780,102
1890000,1777
495520,1778
320330,1779
320330,1780
1309910,600
889240,1781
1493410,1291
1620890,1782
413540,1783
624120,115
932500,1784
438020,1785
818480,1495
1813570,1786
237550,1787
1985250,1788
292990,119
292990,120
1051270,1789
1479100,1790
1160560,1791
667240,1792
1160190,1793
1349830,1794
1714680,1795
373630,1796
286200,1797
1341900,1798
1187410,1799
364810,1800
955530,1801
1012510,1802
1012510,1803
273620,1804
225160,47
1635790,1805
724750,1806
715240,1330
715240,182
801210,1807
1252480,1808
869060,974
759940,1809
1590270,1810
856300,1811
1063330,824
1300560,1812
1300560,1813
545180,1814
1323470,1815
1476760,1816
301560,142
1485760,371
761700,1817
761700,10
603340,1818
1148100,1819
659500,1820
1553480,1821
1999140,1822
1299000,1823
817150,1824
1306900,1825
826660,913
663920,1826
1572790,1827
1121120,1828
1239030,1829
359630,1545
1457070,1830
1361810,1831
312280,1832
706370,1544
1062120,129
929010,463
514520,1833
1460910,1834
1269450,1835
1089660,1366
836470,1836
1670320,1837
1412980,1838
329690,1839
423730,1840
1097130,1479
1604790,1841
25800,639
1253110,1842
2018990,1843
1069080,1844
689130,1845
592350,1846
968350,1847
1605230,1848
1547220,1849
1341630,1850
503770,1851
1120410,1852
1087070,1853
1370370,1854
1401940,1855
1418090,1856
1014730,1857
1192550,1858
317060,1859
1244830,825
1766830,1860
245470,1861
1262930,670
1002920,1862
1333460,1863
1868710,1864
532170,1865
1363360,1866
1363360,1867
522240,1868
1151930,1869
445350,1870
445350,1871
951010,1295
1235400,1872
1345770,1873
1595950,1874
410770,290
1285080,1875
330100,1876
1181520,1877
1181520,83
674940,402
1383270,1878
446550,1250
1627740,54
434150,1879
361100,1880
1232010,1240
557400,1881
590640,522
288100,1882
1050190,1883
463850,1884
463850,15
906600,1885
496990,1886
1147490,1887
1581760,1888
263400,1889
1841740,1501
804850,378
1019550,991
1019550,1890
564050,1891
1336600,1892
924090,867
903760,1893
648020,275
758090,1894
857500,1895
748980,1896
1025410,1897
1032730,903
1031660,1898
1729370,1899
1239470,1900
651990,1901
710880,1902
1134630,358
865630,1903
1023560,1904
896240,1905
1160580,423
1571060,1906
1597790,1907
1273120,1908
48800,639
426040,1909
1980260,1910
939740,1911
1962530,1912
1829960,1913
1093670,1914
746710,1915
1300950,1916
1945250,1917
1694120,1918
252030,1919
960690,1155
960690,1920
677230,1455
241760,404
241760,1921
1316200,1922
805850,1923
1539970,633
1078670,1924
213390,1925
856560,1926
896400,1927
692610,1928
1593080,1929
1593080,15
1644080,1930
1490610,1931
517370,1932
1336120,179
1057540,1933
672720,1934
235520,1935
235520,500
432540,298
409660,1936
1016010,1301
662830,1937
1124860,1938
1634290,1939
1413480,115
115800,1940
499450,1941
1483060,1942
1411630,1943
1903850,1944
1694380,1945
386840,1946
1927950,1947
1381640,1948
2320,1949
1285490,1950
